Animate Dead,Necromancy,1 Minute,10 feet,Instantaneous,"V, S, M"
Ashardalon's Stride,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V,S"
Aura of Vitality,Evocation,1 Action,Self (30-foot radius),"Concentration, up to 1 minute",V
Beacon of Hope,Abjuration,1 Action,30 feet,"Concentration, up to 1 minute","V, S"
Bestow Curse,Necromancy,1 Action,Touch,"Concentration, up to 1 minute","V, S"
Blinding Smite,Evocation,1 Bonus Action,Self,"Concentration, up to 1 minute",V
Blink,Transmutation,1 Action,Self,1 minute,"V, S"
Call Lightning,Conjuration,1 Action,120 feet,"Concentration, up to 10 minutes","V, S"
Catnap,Enchantment,1 Action,30 feet,10 minutes,"S, M"
Clairvoyance,Divination,10 Minutes,1 mile,"Concentration, up to 10 minutes","V, S, M"
Conjure Animals,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S"
Conjure Barrage,Conjuration,1 Action,Self (60-foot cone),Instantaneous,"V, S, M"
Conjure Lesser Demon,Conjuration,1 Action,60 feet,"Concentration, up to 1 hour","V, S, M"
Counterspell,Abjuration,1 Reaction,60 feet,Instantaneous,S
Create Food and Water,Conjuration,1 Action,30 feet,Instantaneous,"V, S"
Crusader's Mantle,Evocation,1 Action,Self,"Concentration, up to 1 minute",V
Daylight,Evocation,1 Action,60 feet,1 hour,"V, S"
Dispel Magic,Abjuration,1 Action,120 feet,Instantaneous,"V, S"
Elemental Weapon,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
Enemies Abound,Enchantment,1 Action,120 feet,"Concentration, up to 1 minute","V, S"
Erupting Earth,Transmutation,1 Action,120 feet,Instantaneous,"V, S, M"
Fast Friends,Enchantment,1 Action,30 feet,"Concentration, up to 1 hour",V
Fear,Illusion,1 Action,Self (30-foot cone),"Concentration, up to 1 minute","V, S, M"
Feign Death,Necromancy,1 Action R,Touch,1 hour,"V, S, M"
Fireball,Evocation,1 Action,150 feet,Instantaneous,"V, S, M"
Flame Arrows,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S"
Flame Stride (UA),Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
Fly,Transmutation,1 Action,Touch,"Concentration, up to 10 minute","V, S, M"
Galder's Tower,Conjuration,10 Minutes,30 feet,24 hours,"V, S, M"
Gaseous Form,Transmutation,1 Action,Touch,"Concentration, up to 1 hour","V, S, M"
Glyph of Warding,Abjuration,1 Hour,Touch,Until dispelled or triggered,"V, S, M"
Haste,Transmutation,1 Action,30 feet,"Concentration, up to 1 minute","V, S, M"
Haywire (UA),Enchantment T,1 Action,90 feet,"Concentration, up to 1 minute","V, S"
Hunger Of Hadar,Conjuration,1 Action,150 feet,"Concentration, up to 1 minute","V, S, M"
Hypnotic Pattern,Illusion,1 Action,120 feet,"Concentration, up to 1 minute","S, M"
Incite Greed,Enchantment,1 action,30 feet,"Concentration, up to 1 minute","V, S, M"
Intellect Fortress,Abjuration,1 Action,30 feet,"Concentration, up to 1 hour",V
Invisibility To Cameras (UA),Illusion T,1 Action,10 feet,"Concentration, up to 1 minute","V, S, M"
